stage,date,distance,origin,destination,type,winner,winner_country,year
11,1967-07-11,197,Briançon,Digne,stage with mountain(s),José Samyn,FRA,1967
12,1967-07-12,207.5,Digne,Marseille,plain stage,Raymond Riotte,FRA,1967
13,1967-07-13,211.5,Marseille,Carpentras,stage with mountain(s),Jan Janssen,NED,1967
14,1967-07-14,201.5,Carpentras,Sète,plain stage,Barry Hoban,GBR,1967
15,1967-07-16,230.5,Sète,Toulouse,plain stage,Rolf Wolfshohl,FRG,1967
16,1967-07-17,188,Toulouse,Luchon,stage with mountain(s),Fernando Manzaneque,ESP,1967
17,1967-07-18,250,Luchon,Pau,stage with mountain(s),Raymond Mastrotto,FRA,1967
18,1967-07-19,206.5,Pau,Bordeaux,plain stage,Marino Basso,ITA,1967
19,1967-07-20,217,Bordeaux,Limoges,plain stage,Jean Stablinski,FRA,1967
20,1967-07-21,222,Limoges,Puy de Dôme,stage with mountain(s),Felice Gimondi,ITA,1967
21,1967-07-22,359,Clermont-Ferrand,Fontainebleau,plain stage,Paul Lemeteyer,FRA,1967
22a,1967-07-23,104,Fontainebleau,Versailles,plain stage,René Binggeli,SUI,1967
22b,1967-07-23,46.6,Versailles,Paris,individual time trial,Raymond Poulidor,FRA,1967
1,1966-06-21,209,Nancy,Charleville,plain stage,Rudi Altig,FRG,1966
2,1966-06-22,198,Charleville,Tournai,plain stage,Guido Reybrouck,BEL,1966
3a,1966-06-23,21,Tournai,Tournai,team time trial,Televizier–Batavus,NA,1966
3b,1966-06-23,131,Tournai,Dunkirk,plain stage,Gerben Karstens,NED,1966
4,1966-06-24,205,Dunkirk,Dieppe,plain stage,Willy Planckaert,BEL,1966
5,1966-06-25,178,Dieppe,Caen,plain stage,Franco Bitossi,ITA,1966
6,1966-06-26,217,Caen,Angers,plain stage,Edward Sels,BEL,1966
7,1966-06-27,252,Angers,Royan,plain stage,Albert Van Vlierberghe,BEL,1966
8,1966-06-28,138,Royan,Bordeaux,plain stage,Willy Planckaert,BEL,1966
9,1966-06-29,201,Bordeaux,Bayonne,plain stage,Gerben Karstens,NED,1966
10,1966-06-30,234,Bayonne,Pau,stage with mountain(s),Tommaso de Pra,ITA,1966
11,1966-07-01,188,Pau,Luchon,stage with mountain(s),Guido Marcello Mugnaini,ITA,1966
12,1966-07-03,219,Luchon,Revel,stage with mountain(s),Rudi Altig,FRG,1966
13,1966-07-04,191,Revel,Sète,plain stage,Georges Vandenberghe,BEL,1966
14a,1966-07-05,144,Montpellier,Vals-les-Bains,plain stage,Jo de Roo,NED,1966
14b,1966-07-05,20,Vals-les-Bains,Vals-les-Bains,individual time trial,Raymond Poulidor,FRA,1966
15,1966-07-06,203,Privas,Le Bourg-d'Oisans,stage with mountain(s),Luís Otano,ESP,1966
16,1966-07-07,148,Le Bourg-d'Oisans,Briançon,stage with mountain(s),Julio Jiménez,ESP,1966
17,1966-07-08,160,Briançon,Turin,stage with mountain(s),Franco Bitossi,ITA,1966
18,1966-07-10,188,Ivrea,Chamonix,stage with mountain(s),Edy Schutz,LUX,1966
19,1966-07-11,265,Chamonix,Saint-Étienne,stage with mountain(s),Ferdinand Bracke,BEL,1966
20,1966-07-12,223,Saint-Étienne,Montluçon,plain stage,Henk Nijdam,NED,1966
21,1966-07-13,232,Montluçon,Orléans,plain stage,Pierre Beuffeuil,FRA,1966
22a,1966-07-14,111,Orléans,Rambouillet,plain stage,Edward Sels,BEL,1966
22b,1966-07-14,51,Rambouillet,Paris,individual time trial,Rudi Altig,FRG,1966
1a,1965-06-22,149,Cologne,Liège,plain stage,Rik Van Looy,BEL,1965
1b,1965-06-22,22.5,Liège,Liège,team time trial,Ford France–Gitane,NA,1965
2,1965-06-23,200.5,Liège,Roubaix,plain stage,Bernard Van De Kerkhove,BEL,1965
3,1965-06-24,240,Roubaix,Rouen,plain stage,Felice Gimondi,ITA,1965
4,1965-06-25,227,Caen,Saint-Brieuc,plain stage,Edgard Sorgeloos,BEL,1965
5a,1965-06-26,147,Saint-Brieuc,Châteaulin,plain stage,Cees van Espen,NED,1965
5b,1965-06-26,26.7,Châteaulin,Châteaulin,individual time trial,Raymond Poulidor,FRA,1965
6,1965-06-27,210.5,Quimper,La Baule,plain stage,Guido Reybroeck,BEL,1965
7,1965-06-28,219,La Baule,La Rochelle,plain stage,Edward Sels,BEL,1965
8,1965-06-29,197.5,La Rochelle,Bordeaux,plain stage,Johan de Roo,NED,1965
9,1965-06-30,226.5,Dax,Bagnères-de-Bigorre,stage with mountain(s),Julio Jiménez,ESP,1965
10,1965-07-01,222.5,Bagnères-de-Bigorre,Ax-les-Thermes,stage with mountain(s),Guido Reybroeck,BEL,1965
11,1965-07-02,240.5,Ax-les-Thermes,Barcelona,stage with mountain(s),José Perez-Frances,ESP,1965
12,1965-07-04,219,Barcelona,Perpignan,plain stage,Jan Janssen,NED,1965
13,1965-07-05,164,Perpignan,Montpellier,plain stage,Adriano Durante,ITA,1965
14,1965-07-06,173,Montpellier,Mont Ventoux,stage with mountain(s),Raymond Poulidor,FRA,1965
15,1965-07-07,167.5,Carpentras,Gap,stage with mountain(s),Giuseppe Fezzardi,ITA,1965
16,1965-07-08,177,Gap,Briançon,stage with mountain(s),Joaquim Galera,ESP,1965
17,1965-07-09,193.5,Briançon,Aix-les-Bains,stage with mountain(s),Julio Jiménez,ESP,1965
18,1965-07-10,26.9,Aix-les-Bains,Le Revard,mountain time trial,Felice Gimondi,ITA,1965
19,1965-07-11,165,Aix-les-Bains,Lyon,stage with mountain(s),Rik Van Looy,BEL,1965
20,1965-07-12,198.5,Lyon,Auxerre,plain stage,Michael Wright,GBR,1965
21,1965-07-13,225.5,Auxerre,Versailles,plain stage,Gerben Karstens,NED,1965
22,1965-07-14,37.8,Versailles,Paris,individual time trial,Felice Gimondi,ITA,1965
1,1964-06-22,215,Rennes,Lisieux,plain stage,Edward Sels,BEL,1964
2,1964-06-23,208,Lisieux,Amiens,plain stage,André Darrigade,FRA,1964
3a,1964-06-24,197,Amiens,Forest,plain stage,Bernard Vandekerkhove,BEL,1964
3b,1964-06-24,21,Forest,Forest,team time trial,Kas–Kaskol,NA,1964
4,1964-06-25,292,Forest,Metz,plain stage,Rudi Altig,GER,1964
5,1964-06-26,161,Lunéville,Freiburg,plain stage,Willy Derboven,BEL,1964
6,1964-06-27,200,Freiburg,Besançon,plain stage,Henk Nijdam,NED,1964
7,1964-06-28,195,Besançon,Thonon-les-Bains,plain stage,Jan Janssen,NED,1964
8,1964-06-29,249,Thonon-les-Bains,Briançon,stage with mountain(s),Federico Bahamontes,ESP,1964
9,1964-06-30,239,Briançon,Monaco,stage with mountain(s),Jacques Anquetil,FRA,1964
10a,1964-07-01,187,Monaco,Hyères,plain stage,Jan Janssen,NED,1964
10b,1964-07-01,21,Hyères,Toulon,individual time trial,Jacques Anquetil,FRA,1964
11,1964-07-02,250,Toulon,Montpellier,plain stage,Edward Sels,BEL,1964
12,1964-07-03,174,Montpellier,Perpignan,plain stage,Jo de Roo,NED,1964
13,1964-07-04,170,Perpignan,Andorra,stage with mountain(s),Julio Jiménez,ESP,1964
14,1964-07-06,186,Andorra,Toulouse,stage with mountain(s),Edward Sels,BEL,1964
15,1964-07-07,203,Toulouse,Luchon,stage with mountain(s),Raymond Poulidor,FRA,1964
16,1964-07-08,197,Luchon,Pau,stage with mountain(s),Federico Bahamontes,ESP,1964
17,1964-07-09,43,Peyrehorade,Bayonne,individual time trial,Jacques Anquetil,FRA,1964
18,1964-07-10,187,Bayonne,Bordeaux,plain stage,André Darrigade,FRA,1964
19,1964-07-11,215,Bordeaux,Brive,plain stage,Edward Sels,BEL,1964
20,1964-07-12,217,Brive,Puy de Dôme,stage with mountain(s),Julio Jiménez,ESP,1964
21,1964-07-13,311,Clermont-Ferrand,Orléans,plain stage,Jean Stablinski,FRA,1964
22a,1964-07-14,119,Orléans,Versailles,plain stage,Benoni Beheyt,BEL,1964
22b,1964-07-14,27,Versailles,Paris,individual time trial,Jacques Anquetil,FRA,1964
1,1963-06-23,152,Paris,Épernay,plain stage,Eddy Pauwels,BEL,1963
2a,1963-06-24,186,Reims,Jambes,plain stage,Rik Van Looy,BEL,1963
2b,1963-06-24,22,Jambes,Jambes,team time trial,Pelforth–Sauvage–Lejeune,NA,1963
3,1963-06-25,223,Jambes,Roubaix,plain stage,Seamus Elliott,IRL,1963
4,1963-06-26,236,Roubaix,Rouen,plain stage,Frans Melckenbeeck,BEL,1963
5,1963-06-27,285,Rouen,Rennes,plain stage,Antonio Bailetti,ITA,1963
6a,1963-06-28,118,Rennes,Angers,plain stage,Roger de Breuker,BEL,1963
6b,1963-06-28,25,Angers,Angers,individual time trial,Jacques Anquetil,FRA,1963
7,1963-06-29,236,Angers,Limoges,plain stage,Jan Janssen,NED,1963
8,1963-06-30,232,Limoges,Bordeaux,plain stage,Rik Van Looy,BEL,1963
9,1963-07-01,202,Bordeaux,Pau,plain stage,Pino Cerami,BEL,1963
10,1963-07-02,148,Pau,Bagnères-de-Bigorre,stage with mountain(s),Jacques Anquetil,FRA,1963
11,1963-07-03,131,Bagnères-de-Bigorre,Luchon,stage with mountain(s),Guy Ignolin,FRA,1963
12,1963-07-04,173,Luchon,Toulouse,stage with mountain(s),André Darrigade,FRA,1963
13,1963-07-05,234,Toulouse,Aurillac,plain stage,Rik Van Looy,BEL,1963
14,1963-07-07,237,Aurillac,Saint-Étienne,plain stage,Guy Ignolin,FRA,1963
15,1963-07-08,174,Saint-Étienne,Grenoble,stage with mountain(s),Federico Bahamontes,ESP,1963
16,1963-07-09,202,Grenoble,Val d'Isère,stage with mountain(s),Fernando Manzaneque,ESP,1963
17,1963-07-10,228,Val d'Isère,Chamonix,stage with mountain(s),Jacques Anquetil,FRA,1963
18,1963-07-11,225,Chamonix,Lons-le-Saunier,stage with mountain(s),Frans Brands,BEL,1963
19,1963-07-12,54,Arbois,Besançon,individual time trial,Jacques Anquetil,FRA,1963
20,1963-07-13,234,Besançon,Troyes,plain stage,Roger de Breuker,BEL,1963
21,1963-07-14,185,Troyes,Paris,plain stage,Rik Van Looy,BEL,1963
1,1962-06-24,253,Nancy,Spa,plain stage,Rudi Altig,FRG,1962
2a,1962-06-25,147,Spa,Herentals,plain stage,André Darrigade,FRA,1962
2b,1962-06-25,23,Herentals,Herentals,team time trial,Faema–Flandria–Clement,NA,1962
3,1962-06-26,210,Brussels,Amiens,plain stage,Rudi Altig,FRG,1962
4,1962-06-27,196.5,Amiens,Le Havre,plain stage,Willy Vanden Berghen,BEL,1962
5,1962-06-28,215,Pont l'Evêque,Saint-Malo,plain stage,Emile Daems,BEL,1962
6,1962-06-29,235.5,Dinard,Brest,plain stage,Robert Cazala,FRA,1962
7,1962-06-30,201,Quimper,Saint-Nazaire,plain stage,Huub Zilverberg,NED,1962
8a,1962-07-01,155,Saint-Nazaire,Luçon,plain stage,Mario Minieri,ITA,1962
8b,1962-07-01,43,Luçon,La Rochelle,individual time trial,Jacques Anquetil,FRA,1962
9,1962-07-02,214,La Rochelle,Bordeaux,plain stage,Antonio Bailetti,ITA,1962
10,1962-07-03,184.5,Bordeaux,Bayonne,plain stage,Willy Vannitsen,BEL,1962
11,1962-07-04,155.5,Bayonne,Pau,plain stage,Eddy Pauwels,BEL,1962
12,1962-07-05,207.5,Pau,Saint-Gaudens,stage with mountain(s),Robert Cazala,FRA,1962
13,1962-07-06,18.5,Luchon,Superbagnères,mountain time trial,Federico Bahamontes,ESP,1962
14,1962-07-07,215,Luchon,Carcassonne,stage with mountain(s),Jean Stablinski,FRA,1962
15,1962-07-08,196.5,Carcassonne,Montpellier,plain stage,Willy Vannitsen,BEL,1962
16,1962-07-09,185,Montpellier,Aix-en-Provence,plain stage,Emile Daems,BEL,1962
17,1962-07-10,201,Aix-en-Provence,Antibes,plain stage,Rudi Altig,FRG,1962
18,1962-07-11,241.5,Antibes,Briançon,stage with mountain(s),Emile Daems,BEL,1962
19,1962-07-12,204.5,Briançon,Aix-les-Bains,stage with mountain(s),Raymond Poulidor,FRA,1962
20,1962-07-13,68,Bourgoin,Lyon,individual time trial,Jacques Anquetil,FRA,1962
21,1962-07-14,232,Lyon,Nevers,plain stage,Dino Bruni,ITA,1962
22,1962-07-15,271,Nevers,Paris,plain stage,Rino Benedetti,ITA,1962
1a,1961-06-25,136.5,Rouen,Versailles,plain stage,André Darrigade,FRA,1961
1b,1961-06-25,28.5,Versailles,Versailles,individual time trial,Jacques Anquetil,FRA,1961
2,1961-06-26,230.5,Pontoise,Roubaix,plain stage,André Darrigade,FRA,1961
3,1961-06-27,197.5,Roubaix,Charleroi,plain stage,Emile Daems,BEL,1961
4,1961-06-28,237.5,Charleroi,Metz,plain stage,Anatole Novak,FRA,1961
5,1961-06-29,221,Metz,Strasbourg,stage with mountain(s),Louis Bergaud,FRA,1961
6,1961-06-30,180.5,Strasbourg,Belfort,stage with mountain(s),Jozef Planckaert,BEL,1961
7,1961-07-01,214.5,Belfort,Chalon-sur-Saône,plain stage,Jean Stablinski,FRA,1961
8,1961-07-02,240.5,Chalon-sur-Saône,Saint-Étienne,stage with mountain(s),Jean Forestier,FRA,1961
9,1961-07-03,230,Saint-Étienne,Grenoble,stage with mountain(s),Charly Gaul,LUX,1961
10,1961-07-04,250.5,Grenoble,Turin,stage with mountain(s),Guy Ignolin,FRA,1961
11,1961-07-05,225,Turin,Antibes,stage with mountain(s),Guido Carlesi,ITA,1961
12,1961-07-06,199,Antibes,Aix-en-Provence,stage with mountain(s),Michel Van Aerde,BEL,1961
13,1961-07-07,177.5,Aix-en-Provence,Montpellier,plain stage,André Darrigade,FRA,1961
14,1961-07-09,174,Montpellier,Perpignan,plain stage,Eddy Pauwels,BEL,1961
15,1961-07-10,206,Perpignan,Toulouse,plain stage,Guido Carlesi,ITA,1961
16,1961-07-11,208,Toulouse,Superbagnères,stage with mountain(s),Imerio Massignan,ITA,1961
17,1961-07-12,197,Luchon,Pau,stage with mountain(s),Eddy Pauwels,BEL,1961
18,1961-07-13,207,Pau,Bordeaux,plain stage,Martin Van Geneugden,BEL,1961
19,1961-07-14,74.5,Bergerac,Périgueux,individual time trial,Jacques Anquetil,FRA,1961
20,1961-07-15,309.5,Périgueux,Tours,plain stage,André Darrigade,FRA,1961
21,1961-07-16,252.5,Tours,Paris,plain stage,Robert Cazala,FRA,1961
1a,1960-06-26,108,Lille,Brussels,plain stage,Julien Schepens,BEL,1960
1b,1960-06-26,27.8,Brussels,Brussels,individual time trial,Roger Rivière,FRA,1960
2,1960-06-27,206,Brussels,Dunkirk,plain stage,René Privat,FRA,1960
3,1960-06-28,209,Dunkirk,Dieppe,plain stage,Nino Defilippis,ITA,1960
4,1960-06-29,211,Dieppe,Caen,plain stage,Jean Graczyk,FRA,1960
5,1960-06-30,189,Caen,Saint-Malo,plain stage,André Darrigade,FRA,1960
6,1960-07-01,191,Saint-Malo,Lorient,plain stage,Roger Rivière,FRA,1960
7,1960-07-02,244,Lorient,Angers,plain stage,Graziano Battistini,ITA,1960
8,1960-07-03,240,Angers,Limoges,plain stage,Nino Defilippis,ITA,1960
9,1960-07-04,225,Limoges,Bordeaux,plain stage,Martin van Geneugden,BEL,1960
10,1960-07-05,228,Mont-de-Marsan,Pau,stage with mountain(s),Roger Rivière,FRA,1960
11,1960-07-06,161,Pau,Luchon,stage with mountain(s),Kurt Gimmi,SUI,1960
12,1960-07-07,176,Luchon,Toulouse,stage with mountain(s),Jean Graczyk,FRA,1960
13,1960-07-08,224,Toulouse,Millau,plain stage,Louis Proost,FRA,1960
14,1960-07-10,217,Millau,Avignon,stage with mountain(s),Martin van Geneugden,BEL,1960
15,1960-07-11,187,Avignon,Gap,stage with mountain(s),Michel Van Aerde,BEL,1960
16,1960-07-12,172,Gap,Briançon,stage with mountain(s),Graziano Battistini,ITA,1960
17,1960-07-13,229,Briançon,Aix-les-Bains,stage with mountain(s),Jean Graczyk,FRA,1960
18,1960-07-14,215,Aix-les-Bains,Thonon-les-Bains,stage with mountain(s),Fernando Manzaneque,ESP,1960
19,1960-07-15,83,Pontarlier,Besançon,individual time trial,Rolf Graf,SUI,1960
20,1960-07-16,229,Besançon,Troyes,plain stage,Pierre Beuffeuil,FRA,1960
21,1960-07-17,200,Troyes,Paris,plain stage,Jean Graczyk,FRA,1960
1,1959-06-25,238,Mulhouse,Metz,plain stage,André Darrigade,FRA,1959
2,1959-06-26,234,Metz,Namur,plain stage,Vito Favero,ITA,1959
3,1959-06-27,217,Namur,Roubaix,plain stage,Robert Cazala,FRA,1959
4,1959-06-28,230,Roubaix,Rouen,plain stage,Dino Bruni,ITA,1959
5,1959-06-29,286,Rouen,Rennes,plain stage,Jean Graczyk,FRA,1959
6,1959-06-30,45,Blain,Nantes,individual time trial,Roger Rivière,FRA,1959
7,1959-07-01,190,Nantes,La Rochelle,plain stage,Roger Hassenforder,FRA,1959
8,1959-07-02,201,La Rochelle,Bordeaux,plain stage,Michel Dejouhannet,FRA,1959
9,1959-07-03,207,Bordeaux,Bayonne,plain stage,Marcel Queheille,FRA,1959
10,1959-07-05,235,Bayonne,Bagnères-de-Bigorre,stage with mountain(s),Marcel Janssens,BEL,1959
11,1959-07-06,119,Bagnères-de-Bigorre,Saint-Gaudens,stage with mountain(s),André Darrigade,FRA,1959
12,1959-07-07,184,Saint-Gaudens,Albi,plain stage,Rolf Graf,SUI,1959
13,1959-07-08,219,Albi,Aurillac,stage with mountain(s),Henry Anglade,FRA,1959
14,1959-07-09,231,Aurillac,Clermont-Ferrand,stage with mountain(s),André Le Dissez,FRA,1959
15,1959-07-10,12,Puy de Dôme,Puy de Dôme,mountain time trial,Federico Bahamontes,ESP,1959
16,1959-07-11,210,Clermont-Ferrand,Saint-Étienne,plain stage,Dino Bruni,ITA,1959
17,1959-07-13,197,Saint-Étienne,Grenoble,stage with mountain(s),Charly Gaul,LUX,1959
18,1959-07-14,243,Grenoble,Saint-Vincent,stage with mountain(s),Ercole Baldini,ITA,1959
19,1959-07-15,251,Saint-Vincent,Annecy,stage with mountain(s),Rolf Graf,SUI,1959
20,1959-07-16,202,Annecy,Chalon-sur-Saône,plain stage,Brian Robinson,GBR,1959
21,1959-07-17,69,Seurre,Dijon,individual time trial,Roger Rivière,FRA,1959
22,1959-07-18,331,Dijon,Paris,plain stage,Joseph Groussard,FRA,1959
1,1958-06-26,184,Brussels,Ghent,plain stage,André Darrigade,FRA,1958
2,1958-06-27,198,Ghent,Dunkirk,plain stage,Gerrit Voorting,NED,1958
3,1958-06-28,177,Dunkirk,Mers-les-Bains,plain stage,Gilbert Bauvin,FRA,1958
4,1958-06-29,205,Le Tréport,Versailles,plain stage,Jean Gainche,FRA,1958
5,1958-06-30,232,Versailles,Caen,plain stage,Tino Sabbadini,FRA,1958
6,1958-07-01,223,Caen,Saint-Brieuc,plain stage,Martin van Geneugden,BEL,1958
7,1958-07-02,170,Saint-Brieuc,Brest,plain stage,Brian Robinson,GBR,1958
8,1958-07-03,46,Châteaulin,Châteaulin,individual time trial,Charly Gaul,LUX,1958
9,1958-07-04,206,Quimper,Saint-Nazaire,plain stage,André Darrigade,FRA,1958
10,1958-07-05,255,Saint-Nazaire,Royan,plain stage,Pierino Baffi,ITA,1958
11,1958-07-06,137,Royan,Bordeaux,plain stage,Arrigo Padovan,ITA,1958
12,1958-07-07,161,Bordeaux,Dax,plain stage,Martin van Geneugden,BEL,1958
13,1958-07-08,230,Dax,Pau,stage with mountain(s),Louis Bergaud,FRA,1958
14,1958-07-09,129,Pau,Luchon,stage with mountain(s),Federico Bahamontes,ESP,1958
15,1958-07-10,176,Luchon,Toulouse,stage with mountain(s),André Darrigade,FRA,1958
16,1958-07-11,187,Toulouse,Béziers,plain stage,Pierino Baffi,ITA,1958
17,1958-07-12,189,Béziers,Nîmes,plain stage,André Darrigade,FRA,1958
18,1958-07-13,21,Bédoin,Mont-Ventoux,mountain time trial,Charly Gaul,LUX,1958
19,1958-07-14,178,Carpentras,Gap,stage with mountain(s),Gastone Nencini,ITA,1958
20,1958-07-15,165,Gap,Briançon,stage with mountain(s),Federico Bahamontes,ESP,1958
21,1958-07-16,219,Briançon,Aix-les-Bains,stage with mountain(s),Charly Gaul,LUX,1958
22,1958-07-17,237,Aix-les-Bains,Besançon,stage with mountain(s),André Darrigade,FRA,1958
23,1958-07-18,74,Besançon,Dijon,individual time trial,Charly Gaul,LUX,1958
24,1958-07-19,320,Dijon,Paris,plain stage,Pierino Baffi,ITA,1958
1,1957-06-27,204,Nantes,Granville,plain stage,André Darrigade,FRA,1957
2,1957-06-28,226,Granville,Caen,plain stage,René Privat,FRA,1957
3a,1957-06-29,15,"Circuit de la Prairie, Caen","Circuit de la Prairie, Caen",team time trial,France,NA,1957
3b,1957-06-29,134,Caen,Rouen,plain stage,Jacques Anquetil,FRA,1957
4,1957-06-30,232,Rouen,Roubaix,plain stage,Marcel Janssens,BEL,1957
5,1957-07-01,170,Roubaix,Charleroi,plain stage,Gilbert Bauvin,FRA,1957
6,1957-07-02,248,Charleroi,Metz,plain stage,André Trochut,FRA,1957
7,1957-07-03,223,Metz,Colmar,stage with mountain(s),Roger Hassenforder,FRA,1957
8,1957-07-04,192,Colmar,Besançon,plain stage,Pierino Baffi,ITA,1957
9,1957-07-05,188,Besançon,Thonon-les-Bains,plain stage,Jacques Anquetil,FRA,1957
10,1957-07-07,247,Thonon-les-Bains,Briançon,stage with mountain(s),Gastone Nencini,ITA,1957
11,1957-07-08,286,Briançon,Cannes,stage with mountain(s),René Privat,FRA,1957
12,1957-07-09,239,Cannes,Marseille,stage with mountain(s),Jean Stablinski,FRA,1957
13,1957-07-10,160,Marseille,Alès,plain stage,Nino Defilippis,ITA,1957
14,1957-07-11,246,Alès,Perpignan,plain stage,Roger Hassenforder,FRA,1957
15a,1957-07-12,197,Perpignan,Barcelona,plain stage,René Privat,FRA,1957
15b,1957-07-12,9.8,Montjuïc circuit,Montjuïc circuit,individual time trial,Jacques Anquetil,FRA,1957
16,1957-07-14,220,Barcelona ,Ax-les-Thermes,stage with mountain(s),Jean Bourlès,FRA,1957
17,1957-07-15,236,Ax-les-Thermes,Saint-Gaudens,stage with mountain(s),Nino Defilippis,ITA,1957
18,1957-07-16,207,Saint-Gaudens,Pau,stage with mountain(s),Gastone Nencini,ITA,1957
19,1957-07-17,194,Pau,Bordeaux,plain stage,Pierino Baffi,ITA,1957
20,1957-07-18,66,Bordeaux,Libourne,individual time trial,Jacques Anquetil,FRA,1957
21,1957-07-19,317,Libourne,Tours,plain stage,André Darrigade,FRA,1957
22,1957-07-20,227,Tours,Paris,plain stage,André Darrigade,FRA,1957
1,1956-07-05,223,Reims,Liège,plain stage,André Darrigade,FRA,1956
2,1956-07-06,217,Liège,Lille,plain stage,Fred De Bruyne,BEL,1956
3,1956-07-07,225,Lille,Rouen,plain stage,Arigo Padovan,ITA,1956
4a,1956-07-08,15.1,Circuit de Rouen-Les-Essarts,Circuit de Rouen-Les-Essarts,individual time trial,Charly Gaul,LUX,1956
4b,1956-07-08,125,Rouen,Caen,plain stage,Roger Hassenforder,FRA,1956
5,1956-07-09,189,Caen,Saint-Malo,plain stage,Joseph Morvan,FRA,1956
6,1956-07-10,192,Saint-Malo,Lorient,plain stage,Fred De Bruyne,BEL,1956
7,1956-07-11,244,Lorient,Angers,plain stage,Alessandro Fantini,ITA,1956
8,1956-07-12,180,Angers,La Rochelle,plain stage,Miguel Poblet,ESP,1956
9,1956-07-13,219,La Rochelle,Bordeaux,plain stage,Roger Hassenforder,FRA,1956
10,1956-07-15,201,Bordeaux,Bayonne,plain stage,Fred De Bruyne,BEL,1956
11,1956-07-16,255,Bayonne,Pau,stage with mountain(s),Nino Defilippis,ITA,1956
12,1956-07-17,130,Pau,Luchon,stage with mountain(s),Jean-Pierre Schmitz,LUX,1956
13,1956-07-18,176,Luchon,Toulouse,stage with mountain(s),Nino Defilippis,ITA,1956
14,1956-07-19,231,Toulouse,Montpellier,plain stage,Roger Hassenforder,FRA,1956
15,1956-07-20,204,Montpellier,Aix-en-Provence,plain stage,Joseph Thomin,FRA,1956
16,1956-07-22,203,Aix-en-Provence,Gap,stage with mountain(s),Jean Forestier,FRA,1956
17,1956-07-23,234,Gap,Turin,stage with mountain(s),Nino Defilippis,ITA,1956
18,1956-07-24,250,Turin,Grenoble,stage with mountain(s),Charly Gaul,LUX,1956
19,1956-07-25,173,Grenoble,Saint-Étienne,stage with mountain(s),Stan Ockers,BEL,1956
20,1956-07-26,73,Saint-Étienne,Lyon,individual time trial,Miguel Bover,ESP,1956
21,1956-07-27,237,Lyon,Montluçon,stage with mountain(s),Roger Hassenforder,FRA,1956
22,1956-07-28,331,Montluçon,Paris,plain stage,Gastone Nencini,ITA,1956
1a,1955-07-07,102,Le Havre,Dieppe,plain stage,Miguel Poblet,ESP,1955
1b,1955-07-07,12.5,Dieppe,Dieppe,team time trial,Netherlands,NA,1955
2,1955-07-08,204,Dieppe,Roubaix,plain stage,Antonin Rolland,FRA,1955
3,1955-07-09,210,Roubaix,Namur,plain stage,Louison Bobet,FRA,1955
4,1955-07-10,225,Namur,Metz,plain stage,Willy Kemp,LUX,1955
5,1955-07-11,229,Metz,Colmar,plain stage,Roger Hassenforder,FRA,1955
6,1955-07-12,195,Colmar,Zürich,plain stage,André Darrigade,FRA,1955
7,1955-07-13,267,Zürich,Thonon-les-Bains,plain stage,Jos Hinsen,NED,1955
8,1955-07-14,253,Thonon-les-Bains,Briançon,stage with mountain(s),Charly Gaul,LUX,1955
9,1955-07-15,275,Briançon,Monaco,stage with mountain(s),Raphaël Géminiani,FRA,1955
10,1955-07-16,240,Monaco,Marseille,plain stage,Lucien Lazaridès,FRA,1955
11,1955-07-18,198,Marseille,Avignon,stage with mountain(s),Louison Bobet,FRA,1955
12,1955-07-19,240,Avignon,Millau,stage with mountain(s),Alessandro Fantini,ITA,1955
13,1955-07-20,205,Millau,Albi,plain stage,Daan de Groot,NED,1955
14,1955-07-21,156,Albi,Narbonne,stage with mountain(s),Louis Caput,FRA,1955
15,1955-07-22,151,Narbonne,Ax-les-Thermes,plain stage,Luciano Pezzi,ITA,1955
16,1955-07-24,123,Ax-les-Thermes,Toulouse,plain stage,Rik Van Steenbergen,BEL,1955
17,1955-07-25,250,Toulouse,Saint-Gaudens,stage with mountain(s),Charly Gaul,LUX,1955
18,1955-07-26,205,Saint-Gaudens,Pau,stage with mountain(s),Jean Brankart,BEL,1955
19,1955-07-27,195,Pau,Bordeaux,plain stage,Wout Wagtmans,NED,1955
20,1955-07-28,243,Bordeaux,Poitiers,plain stage,Jean Forestier,FRA,1955
21,1955-07-29,68.6,Châtellerault,Tours,individual time trial,Jean Brankart,BEL,1955
22,1955-07-30,229,Tours,Paris,plain stage,Miguel Poblet,ESP,1955
1,1954-07-08,216,Amsterdam,Brasschaat,plain stage,Wout Wagtmans,NED,1954
2,1954-07-09,255,Beveren,Lille,plain stage,Louison Bobet,FRA,1954
3,1954-07-10,219,Lille,Rouen,plain stage,Marcel Dussault,FRA,1954
4a,1954-07-11,10.4,Rouen,Circuit des Essarts,team time trial,Switzerland,NA,1954
4b,1954-07-11,131,Rouen,Caen,plain stage,Wim van Est,NED,1954
5,1954-07-12,224,Caen,Saint-Brieuc,plain stage,Ferdinand Kübler,SUI,1954
6,1954-07-13,179,Saint-Brieuc,Brest,plain stage,Dominique Forlini,FRA,1954
7,1954-07-14,211,Brest,Vannes,plain stage,Jacques Vivier,FRA,1954
8,1954-07-15,190,Vannes,Angers,plain stage,Fred De Bruyne,BEL,1954
9,1954-07-16,343,Angers,Bordeaux,plain stage,Henk Faanhof,NED,1954
10,1954-07-18,202,Bordeaux,Bayonne,plain stage,Gilbert Bauvin,FRA,1954
